"","index_0","sample","value"
"345",0,172,121.788570295525
"346",1,172,201.178308085543
"347",0,173,123.272358969677
"348",1,173,200.067029975815
"349",0,174,119.574007162957
"350",1,174,200.862399504517
"351",0,175,118.866674129082
"352",1,175,199.633347990887
"353",0,176,116.137656692571
"354",1,176,197.530772770408
"355",0,177,113.601791218004
"356",1,177,196.259230259081
"357",0,178,108.559687897175
"358",1,178,195.783901620819
"359",0,179,119.349693286992
"360",1,179,195.380562777209
"361",0,180,116.255431667513
"362",1,180,196.733196264786
"363",0,181,115.822523697871
"364",1,181,196.961325213622
"365",0,182,114.842250266391
"366",1,182,198.218692853025
"367",0,183,115.159457078464
"368",1,183,197.839840934838
"369",0,184,117.218366770502
"370",1,184,199.490335927227
"371",0,185,116.821284286071
"372",1,185,196.084501132941
"373",0,186,117.024112034521
"374",1,186,199.44482853494
"375",0,187,120.958431625638
"376",1,187,199.353184574653
"377",0,188,118.083829742412
"378",1,188,199.07711962422
"379",0,189,116.083410477542
"380",1,189,198.111330654409
"381",0,190,117.403166020537
"382",1,190,200.046228416487
"383",0,191,131.038441331632
"384",1,191,200.599024670321
"385",0,192,123.714455097563
"386",1,192,198.45500942733
"387",0,193,120.123671859533
"388",1,193,199.979893346431
"389",0,194,117.150896099731
"390",1,194,198.205253500128
"391",0,195,116.612708714703
"392",1,195,199.171963307095
"393",0,196,114.954851597153
"394",1,196,200.322368415534
"395",0,197,115.857102547109
"396",1,197,198.137750767077
"397",0,198,115.884705901865
"398",1,198,197.966737265686
"399",0,199,115.527793116129
"400",1,199,196.125826214914
"401",0,200,117.234455136209
"402",1,200,200.622079562012
"403",0,201,122.003100000837
"404",1,201,200.212972506339
"405",0,202,121.387874773251
"406",1,202,204.282236279995
"407",0,203,120.110703325459
"408",1,203,203.682446883653
"409",0,204,119.087860751348
"410",1,204,202.056787500878
"411",0,205,116.103668850018
"412",1,205,198.815304779034
"413",0,206,107.61223166016
"414",1,206,197.670098396983
"415",0,207,115.71581911129
"416",1,207,199.499946279038
"417",0,208,121.42072923106
"418",1,208,198.592164754613
"419",0,209,114.125753404212
"420",1,209,197.428408517301
"421",0,210,109.566791938885
"422",1,210,195.16815138801
"423",0,211,113.353286566183
"424",1,211,196.12094615642
"425",0,212,119.209490812842
"426",1,212,198.571165309527
"427",0,213,115.073257697402
"428",1,213,198.166910011831
"429",0,214,114.791563585492
"430",1,214,195.90800399755
"431",0,215,115.870161706184
"432",1,215,198.029427788807
"433",0,216,117.970406376643
"434",1,216,198.172614068959
"435",0,217,120.085963052963
"436",1,217,199.232933923333
"437",0,218,123.208817435914
"438",1,218,202.917719692183
"439",0,219,120.018895886702
"440",1,219,203.85384957553
"441",0,220,126.23804895097
"442",1,220,201.686165263294
"443",0,221,132.657721267326
"444",1,221,204.343554522152
"445",0,222,137.580650431631
"446",1,222,203.534453735572
"447",0,223,142.11912685159
"448",1,223,205.273831334711
"449",0,224,135.557394200356
"450",1,224,206.272273449665
"451",0,225,140.742713994971
"452",1,225,205.84124332279
"453",0,226,137.395341665976
"454",1,226,206.739693880257
"455",0,227,141.854998369401
"456",1,227,208.459006006561
"457",0,228,141.502358722536
"458",1,228,208.30794239299
"459",0,229,140.106510109147
"460",1,229,202.497163805738
"461",0,230,141.71112720912
"462",1,230,203.258795268736
"463",0,231,143.249427414483
"464",1,231,206.124594756621
"465",0,232,143.889390158055
"466",1,232,205.655322529336
"467",0,233,138.465027931589
"468",1,233,206.231593092701
"469",0,234,139.966183926828
"470",1,234,202.420170728522
"471",0,235,134.940675287265
"472",1,235,208.551069764625
"473",0,236,131.74119514481
"474",1,236,197.351456834467
"475",0,237,134.897345101111
"476",1,237,205.68773271464
"477",0,238,129.216889029146
"478",1,238,202.936682151319
"479",0,239,126.125063326006
"480",1,239,204.325938801513
"481",0,240,144.372209777218
"482",1,240,205.484339311455
"483",0,241,132.7860656228
"484",1,241,205.430800889217
"485",0,242,137.589601749225
"486",1,242,205.905542296368
"487",0,243,136.905967842753
"488",1,243,206.894900673434
"489",0,244,129.495060392307
"490",1,244,202.200503885631
"491",0,245,133.035596757934
"492",1,245,205.449434920275
"493",0,246,128.23030692666
"494",1,246,202.537509087161
"495",0,247,124.618935810552
"496",1,247,199.505784748834
"497",0,248,132.751963564961
"498",1,248,199.429781981829
"499",0,249,130.555664760103
"500",1,249,203.743113026784
"501",0,250,126.034139172097
"502",1,250,203.874867732296
"503",0,251,127.757716276347
"504",1,251,203.394947440808
"505",0,252,126.188033733432
"506",1,252,200.453674381765
"507",0,253,116.9907139682
"508",1,253,198.44176916881
"509",0,254,115.84052749881
"510",1,254,198.987451644896
"511",0,255,114.960404350694
"512",1,255,202.25673968274
"513",0,256,116.335960332145
"514",1,256,196.684848942262
"515",0,257,119.14073882673
"516",1,257,199.418098502918
"517",0,258,121.684349204479
"518",1,258,200.359883451204
"519",0,259,118.216561781538
"520",1,259,200.997781689084
"521",0,260,117.449954610946
"522",1,260,197.185811247358
"523",0,261,119.21962462242
"524",1,261,198.508450864762
"525",0,262,112.861614799725
"526",1,262,199.749930920614
"527",0,263,112.854565088032
"528",1,263,197.470759755369
"529",0,264,117.02217746911
"530",1,264,196.56760702265
"531",0,265,115.119370212173
"532",1,265,199.082904654997
"533",0,266,121.948081398393
"534",1,266,202.379394485359
"535",0,267,117.625579561422
"536",1,267,196.356792140787
"537",0,268,115.741783627725
"538",1,268,201.39701738944
"539",0,269,124.77357910283
"540",1,269,200.130820384809
"541",0,270,123.956216569709
"542",1,270,200.042099143797
"543",0,271,120.445952250393
"544",1,271,198.770188715875
"545",0,272,113.304916257156
"546",1,272,204.63854469921
"547",0,273,123.988523042012
"548",1,273,201.53719559048
"549",0,274,127.326233615992
"550",1,274,201.527122096722
"551",0,275,122.662198569811
"552",1,275,203.532336974997
"553",0,276,126.738161595891
"554",1,276,200.475947233868
"555",0,277,126.130689537973
"556",1,277,200.499508262017
"557",0,278,127.468138055132
"558",1,278,202.793808266665
"559",0,279,125.443484707496
"560",1,279,202.491543305926
"561",0,280,122.262140466414
"562",1,280,202.597115376938
"563",0,281,127.398762387115
"564",1,281,200.932560896074
"565",0,282,124.325755373458
"566",1,282,201.620456464497
"567",0,283,128.707082427685
"568",1,283,201.340077795986
"569",0,284,125.79513801127
"570",1,284,204.452858093383
"571",0,285,140.222601746087
"572",1,285,201.326473202542
"573",0,286,141.346624368823
"574",1,286,200.709213966026
"575",0,287,137.969614005724
"576",1,287,204.075423558334
"577",0,288,136.443235816241
"578",1,288,201.712938709142
"579",0,289,140.517090926003
"580",1,289,203.560755417135
"581",0,290,134.397052569161
"582",1,290,207.089300169379
"583",0,291,136.397341493803
"584",1,291,206.379452871803
"585",0,292,127.310646104061
"586",1,292,203.434575909887
"587",0,293,133.358721307032
"588",1,293,204.569257974961
"589",0,294,139.767792394774
"590",1,294,202.538635142809
"591",0,295,131.237387781323
"592",1,295,201.460480624766
"593",0,296,132.024357700974
"594",1,296,204.122057314563
"595",0,297,128.077067654221
"596",1,297,204.190941064548
"597",0,298,126.321998790527
"598",1,298,201.221121843347
"599",0,299,123.191966150678
"600",1,299,202.560159832937
"601",0,300,118.066770456459
"602",1,300,200.121216680536
"603",0,301,119.546660366131
"604",1,301,200.40474785216
"605",0,302,124.399840098029
"606",1,302,199.385765517519
"607",0,303,123.626962563484
"608",1,303,197.471785403136
"609",0,304,120.36802663921
"610",1,304,200.245430896554
"611",0,305,123.159653522295
"612",1,305,200.111833983368
"613",0,306,113.29228859755
"614",1,306,199.634517706506
"615",0,307,115.878146187543
"616",1,307,198.952228192682
"617",0,308,116.291873076275
"618",1,308,201.933949675306
"619",0,309,116.845481343301
"620",1,309,200.674862689674
"621",0,310,126.593896018938
"622",1,310,203.574112830095
"623",0,311,119.667545848442
"624",1,311,198.977245397023
"625",0,312,117.570522685647
"626",1,312,200.758979363106
"627",0,313,120.200198151594
"628",1,313,200.492086217222
"629",0,314,119.478038971397
"630",1,314,196.951040944082
"631",0,315,120.713387518266
"632",1,315,198.265565219965
"633",0,316,118.83298799475
"634",1,316,197.67325710608
"635",0,317,113.554425864563
"636",1,317,196.698803612168
"637",0,318,112.253449367497
"638",1,318,198.961054859862
"639",0,319,114.79150653523
"640",1,319,199.245249006528
"641",0,320,112.104694899506
"642",1,320,198.642026110181
"643",0,321,121.146771636005
"644",1,321,199.473086119625
"645",0,322,121.850976125091
"646",1,322,200.101623440998
"647",0,323,120.56745116573
"648",1,323,200.121462984162
"649",0,324,118.353734433313
"650",1,324,202.283174845942
"651",0,325,119.301590642192
"652",1,325,204.947971956751
"653",0,326,121.253702922639
"654",1,326,205.728100680369
"655",0,327,122.340787413366
"656",1,327,202.150361220746
"657",0,328,125.358664442152
"658",1,328,201.330993847075
"659",0,329,129.191090352733
"660",1,329,199.329849206458
"661",0,330,123.347856654635
"662",1,330,202.640309011526
"663",0,331,121.440383675659
"664",1,331,202.371116288155
"665",0,332,115.453159082839
"666",1,332,200.075775308585
"667",0,333,122.312105465377
"668",1,333,197.793426604283
"669",0,334,113.75553483901
"670",1,334,200.642811898644
"671",0,335,115.266807076352
"672",1,335,193.383312602946
"673",0,336,112.339099928485
"674",1,336,198.580822002856
"675",0,337,118.312745858328
"676",1,337,201.326853341935
"677",0,338,118.615904539529
"678",1,338,202.121242193781
"679",0,339,117.483951805653
"680",1,339,200.988949082256
"681",0,340,121.862237406755
"682",1,340,203.537840804323
"683",0,341,116.626282364278
"684",1,341,200.975578680304
"685",0,342,120.674381186157
"686",1,342,202.841595568795
"687",0,343,128.243332209168
"688",1,343,202.374392740011
"689",0,344,122.952667989898
"690",1,344,199.514432512907
"691",0,345,120.266163280257
"692",1,345,202.483567091064
"693",0,346,124.116522733181
"694",1,346,201.660083843689
"695",0,347,122.715763829281
"696",1,347,198.526537950301
"697",0,348,131.400374396758
"698",1,348,199.489583058307
"699",0,349,133.88925535457
"700",1,349,202.146374431598
"701",0,350,129.410888587244
"702",1,350,204.183555781643
"703",0,351,133.969501780817
"704",1,351,204.264232343667
"705",0,352,128.002269803872
"706",1,352,201.714778063513
"707",0,353,128.775288965773
"708",1,353,202.163855597759
"709",0,354,128.096069826297
"710",1,354,204.319743086675
"711",0,355,129.462151796833
"712",1,355,200.228582999592
"713",0,356,135.213878713987
"714",1,356,201.37284736436
"715",0,357,135.763062566411
"716",1,357,200.422106365769
"717",0,358,133.307006058663
"718",1,358,202.444125567507
"719",0,359,135.508823100717
"720",1,359,204.454747603857
"721",0,360,130.618914866942
"722",1,360,200.239438761166
"723",0,361,128.42599873314
"724",1,361,205.031579830652
"725",0,362,128.431127097957
"726",1,362,203.467362775178
"727",0,363,130.72897766805
"728",1,363,200.321737880041
"729",0,364,116.155616117135
"730",1,364,199.845751919313
"731",0,365,117.903725696897
"732",1,365,199.198956341753
"733",0,366,116.476090523318
"734",1,366,200.140632495573
"735",0,367,113.396769000542
"736",1,367,198.105962058309
"737",0,368,113.797014273645
"738",1,368,194.816123138524
"739",0,369,115.896828778583
"740",1,369,198.744119192581
"741",0,370,127.906345938908
"742",1,370,201.989381558973
"743",0,371,119.378131786442
"744",1,371,198.179733861246
"745",0,372,119.8761798047
"746",1,372,200.119219087287
"747",0,373,120.153954354677
"748",1,373,196.837599927052
"749",0,374,119.218860990961
"750",1,374,198.610379666607
"751",0,375,118.719312313307
"752",1,375,198.024026338693
"753",0,376,128.970485753827
"754",1,376,200.619052534217
"755",0,377,127.425924817986
"756",1,377,205.676618051433
"757",0,378,120.002127817964
"758",1,378,201.999590219114
"759",0,379,128.146835652341
"760",1,379,202.167958601255
"761",0,380,128.958431177256
"762",1,380,200.927314087731
"763",0,381,130.026768320534
"764",1,381,202.639586592856
"765",0,382,126.5622146803
"766",1,382,204.631550273602
"767",0,383,129.87517225048
"768",1,383,202.871794289042
"769",0,384,126.692758916448
"770",1,384,200.912278706344
"771",0,385,128.812269771127
"772",1,385,205.98568454183
"773",0,386,128.480554644479
"774",1,386,204.912909151273
"775",0,387,126.359106099198
"776",1,387,206.861715016903
"777",0,388,127.796132927895
"778",1,388,202.393896563646
"779",0,389,124.114300961224
"780",1,389,200.148233153462
"781",0,390,126.351120340745
"782",1,390,202.212825644209
"783",0,391,126.142021435553
"784",1,391,201.712732928471
"785",0,392,118.639647023652
"786",1,392,199.604904040112
"787",0,393,115.520668643805
"788",1,393,196.375344596509
"789",0,394,115.151257066696
"790",1,394,196.999480193909
"791",0,395,118.943514807477
"792",1,395,198.565745253909
"793",0,396,114.793372534554
"794",1,396,200.240980738793
"795",0,397,118.386079246229
"796",1,397,196.396487167196
"797",0,398,117.652324117934
"798",1,398,196.193644658845
"799",0,399,117.489433460315
"800",1,399,199.931370262145
"801",0,400,116.247826695927
"802",1,400,200.029145263316
"803",0,401,115.744533485176
"804",1,401,198.520085995001
"805",0,402,111.146054506266
"806",1,402,197.757235365476
"807",0,403,115.846071562443
"808",1,403,195.350984671037
"809",0,404,118.667956802832
"810",1,404,194.848577743879
"811",0,405,115.138671346785
"812",1,405,197.176283082074
"813",0,406,113.341497327955
"814",1,406,197.992746377632
"815",0,407,119.663422983888
"816",1,407,194.672782837765
"817",0,408,116.837180652041
"818",1,408,198.253860055613
"819",0,409,117.742560004387
"820",1,409,193.677370152747
"821",0,410,110.798152292149
"822",1,410,195.597762612869
"823",0,411,115.516404762975
"824",1,411,194.326006654238
"825",0,412,115.036527419453
"826",1,412,198.497083492841
"827",0,413,119.02526274003
"828",1,413,196.033365876593
"829",0,414,118.75864344711
"830",1,414,199.494210714646
"831",0,415,116.685545214799
"832",1,415,196.875900784258
"833",0,416,107.14707890393
"834",1,416,196.383327718407
"835",0,417,111.972992180207
"836",1,417,192.53013456748
"837",0,418,111.676453637583
"838",1,418,191.840197430463
"839",0,419,107.55783507213
"840",1,419,191.600847077179
"841",0,420,120.870399616558
"842",1,420,196.908046592109
"843",0,421,116.827113716166
"844",1,421,192.447173860107
"845",0,422,112.050132548369
"846",1,422,199.504814849136
"847",0,423,112.035795812785
"848",1,423,196.673513787206
"849",0,424,116.022793532015
"850",1,424,193.824645065128
"851",0,425,114.091859364951
"852",1,425,198.019795943546
"853",0,426,115.075510677914
"854",1,426,199.851159429666
"855",0,427,125.551112463661
"856",1,427,201.962598169102
"857",0,428,117.661450740488
"858",1,428,201.11194211694
"859",0,429,124.646992052452
"860",1,429,200.057819610574
"861",0,430,126.524416455596
"862",1,430,203.985445659371
"863",0,431,133.350975437652
"864",1,431,201.779355232514
"865",0,432,120.256457371285
"866",1,432,201.087024105176
"867",0,433,120.765734700806
"868",1,433,197.466016360194
"869",0,434,116.414765357158
"870",1,434,200.244726160485
"871",0,435,117.775213071402
"872",1,435,199.961177469822
"873",0,436,130.653453354483
"874",1,436,201.87250694279
"875",0,437,125.531525180934
"876",1,437,203.554209016322
"877",0,438,127.237040732525
"878",1,438,201.888522440182
"879",0,439,126.52314077388
"880",1,439,204.974275835323
"881",0,440,128.570145990289
"882",1,440,200.966391049168
"883",0,441,129.731936556572
"884",1,441,205.058975027952
"885",0,442,124.213610475588
"886",1,442,204.555084502125
"887",0,443,127.093983372566
"888",1,443,203.350370872436
"889",0,444,126.112234260808
"890",1,444,201.761185421639
"891",0,445,135.383235782119
"892",1,445,202.957227205201
"893",0,446,129.528454365814
"894",1,446,202.53587241638
"895",0,447,131.548397480579
"896",1,447,201.803977911264
"897",0,448,129.554035227426
"898",1,448,204.653858565142
"899",0,449,126.278965740508
"900",1,449,202.78752840581
"901",0,450,127.828816306133
"902",1,450,200.852391324861
"903",0,451,126.225551579809
"904",1,451,199.405292631582
"905",0,452,125.197136488041
"906",1,452,200.437524338645
"907",0,453,117.568850056196
"908",1,453,197.478799639766
"909",0,454,116.065733740733
"910",1,454,198.618817464638
"911",0,455,116.320680855527
"912",1,455,201.581785749155
"913",0,456,114.844607706975
"914",1,456,198.153374588215
"915",0,457,123.144934783817
"916",1,457,200.261246416732
"917",0,458,119.3038281757
"918",1,458,200.718659501587
"919",0,459,114.238200621039
"920",1,459,200.802865646473
"921",0,460,116.814475258789
"922",1,460,200.827106003645
"923",0,461,116.138736200057
"924",1,461,200.052506882844
"925",0,462,122.849116504521
"926",1,462,202.95980497136
"927",0,463,120.419767504569
"928",1,463,200.655856255114
"929",0,464,118.98061797677
"930",1,464,203.401360073062
"931",0,465,127.03777722597
"932",1,465,206.323500233562
"933",0,466,121.672867310964
"934",1,466,200.548107398614
"935",0,467,122.270368963862
"936",1,467,201.317906629251
"937",0,468,138.042992331974
"938",1,468,202.333727688834
"939",0,469,136.746471776727
"940",1,469,202.066834232948
"941",0,470,137.166107123298
"942",1,470,204.571445156229
"943",0,471,134.512086109129
"944",1,471,202.745609796057
"945",0,472,132.659756692153
"946",1,472,203.630741764462
"947",0,473,140.124109550616
"948",1,473,205.349033166142
"949",0,474,142.618722926585
"950",1,474,208.335437578568
"951",0,475,144.758840433041
"952",1,475,206.220350143267
"953",0,476,135.422564474175
"954",1,476,205.025773925797
"955",0,477,144.288642830357
"956",1,477,208.129358393203
"957",0,478,146.150300137464
"958",1,478,206.044226830474
"959",0,479,138.823341926522
"960",1,479,209.268516419548
"961",0,480,145.270432830672
"962",1,480,204.976226813977
"963",0,481,136.090006504563
"964",1,481,204.49895614791
"965",0,482,140.383580785846
"966",1,482,200.77138100062
"967",0,483,135.018084604332
"968",1,483,206.053042768819
"969",0,484,144.681557934938
"970",1,484,205.094219410289
"971",0,485,137.998444484817
"972",1,485,203.400301670367
"973",0,486,146.055371322818
"974",1,486,205.343499141198
"975",0,487,140.105645103599
"976",1,487,206.398121202534
"977",0,488,141.0601461715
"978",1,488,206.991625554209
"979",0,489,143.493739967001
"980",1,489,202.619560694182
"981",0,490,142.594951062481
"982",1,490,203.501218959436
"983",0,491,141.711198479387
"984",1,491,207.223602238922
"985",0,492,140.04150019052
"986",1,492,205.339370628459
"987",0,493,138.706203229626
"988",1,493,204.035212027735
"989",0,494,139.092189697812
"990",1,494,204.293982130211
"991",0,495,142.426595683484
"992",1,495,203.982368581302
"993",0,496,141.463576007359
"994",1,496,204.1357451248
"995",0,497,139.260304240745
"996",1,497,203.247259430813
"997",0,498,138.645905594088
